,Parcel Number,Number of Rooms,Property Area,Total Taxable Value
9433,0763012,2.0,5292.0,2324584.0
9434,0763013,0.0,0.0,0.0
9435,0763014,0.0,0.0,0.0
9436,0763015,0.0,0.0,0.0
9437,0763016,9.0,10050.0,1073551.0
9438,0764023,0.0,0.0,0.0
9439,0765002,0.0,0.0,0.0
9440,0765003,797.0,0.0,0.0
9441,0766001,140.0,277000.0,0.0
9442,0766002,5.0,231000.0,0.0
9443,0766003,56.0,0.0,0.0
9444,0766004,5.0,8250.0,0.0
9445,0766005,0.0,0.0,0.0
9446,0766010,10.0,0.0,4365575.0
9447,0766013,0.0,39166.0,11833698.0
9448,0767001,11.0,0.0,0.0
9449,0767002,0.0,0.0,0.0
9450,0767003,4.0,0.0,0.0
9451,0767004,0.0,0.0,0.0
9452,0767005,0.0,0.0,0.0
9453,0767006,0.0,0.0,0.0
9454,0767007,0.0,0.0,0.0
9455,0767009,0.0,0.0,0.0
9456,0767010,0.0,0.0,0.0
9457,0767011,0.0,0.0,0.0
9458,0767012,0.0,0.0,0.0
9459,0767013,0.0,0.0,0.0
9460,0767014,0.0,0.0,0.0
9461,0768013,0.0,0.0,3035419.5
9462,0768015,0.0,0.0,0.0
9463,0768072,0.0,0.0,536021.0
9464,0768073,0.0,0.0,1345804.0
9465,0770015,13.0,13990.0,779509.0
9466,0770026,12.0,10008.0,785923.0
9467,0772022,0.0,0.0,0.0
9468,0772023,0.0,0.0,0.0
9469,0775020A,16.0,0.0,478322.0
9470,0775020B,8.0,0.0,54821.0
9471,0776010,0.0,0.0,143010.0
9472,0776014A,0.0,0.0,215.0
9473,0776034,84.0,33332.0,4937639.0
9474,0776044,0.0,0.0,316965.0
9475,0778013,28.0,0.0,2260658.0
9476,0779031,0.0,0.0,1158704.0
9477,0779091,0.0,0.0,1288822.0
9478,0780013,3.0,0.0,204091.0
9479,0780014,9.0,0.0,30981.0
9480,0780035,0.0,0.0,38250.0
9481,0781010,20.0,0.0,0.0
9482,0781034,0.0,0.0,0.0
9483,0781035,0.0,0.0,0.0
9484,0785028,0.0,0.0,0.0
9485,0785029,0.0,0.0,0.0
9486,0785030,0.0,0.0,0.0
9487,0785033,0.0,0.0,0.0
9488,0785035,0.0,0.0,0.0
9489,0785036,0.0,0.0,0.0
9490,0785038,11.0,4208.0,670404.0
9491,0785039,0.0,5454.0,1540828.0
9492,0785051,0.0,0.0,0.0
9493,0785052,0.0,0.0,33538659.0
9494,0785053,0.0,0.0,0.0
9495,0786A001,0.0,0.0,0.0
9496,0787001,0.0,0.0,0.0
9497,0788001,0.0,0.0,0.0
9498,0792003,1.0,3953.0,709420.0
9499,0792022,0.0,0.0,0.0
9500,0792028,0.0,0.0,0.0
9501,0792029,0.0,0.0,0.0
9502,0792031,26.0,62140.0,23440319.0
9503,0792T001A,0.0,0.0,2800.0
9504,0792T001E,0.0,0.0,1400.0
9505,0792T001O,0.0,0.0,1400.0
9506,0792T002A,0.0,0.0,2800.0
9507,0792T002E,0.0,0.0,1400.0
9508,0792T002O,0.0,0.0,1400.0
9509,0792T003A,0.0,0.0,2800.0
9510,0792T003E,0.0,0.0,1400.0
9511,0792T003O,0.0,0.0,1400.0
9512,0792T004A,0.0,0.0,2800.0
9513,0792T004E,0.0,0.0,1400.0
9514,0792T004O,0.0,0.0,1400.0
9515,0792T005A,0.0,0.0,2800.0
9516,0792T005E,0.0,0.0,1400.0
9517,0792T005O,0.0,0.0,1400.0
9518,0792T006A,0.0,0.0,2800.0
9519,0792T006E,0.0,0.0,1400.0
9520,0792T006O,0.0,0.0,1400.0
9521,0792T007A,0.0,0.0,2800.0
9522,0792T007E,0.0,0.0,1400.0
9523,0792T007O,0.0,0.0,1400.0
9524,0792T008A,0.0,0.0,2800.0
9525,0792T008E,0.0,0.0,1400.0
9526,0792T008O,0.0,0.0,1400.0
9527,0792T009A,0.0,0.0,2800.0
9528,0792T009E,0.0,0.0,1400.0
9529,0792T009O,0.0,0.0,1400.0
9530,0792T010A,0.0,0.0,2800.0
9531,0792T010E,0.0,0.0,1400.0
9532,0792T010O,0.0,0.0,1400.0
9533,0792T011A,0.0,0.0,2800.0
9534,0792T011E,0.0,0.0,1400.0
9535,0792T011O,0.0,0.0,1400.0
9536,0792T012A,0.0,0.0,2800.0
9537,0792T012E,0.0,0.0,1400.0
9538,0792T012O,0.0,0.0,1400.0
9539,0792T013A,0.0,0.0,2800.0
9540,0792T013E,0.0,0.0,1400.0
9541,0792T013O,0.0,0.0,1400.0
9542,0792T014A,0.0,0.0,2800.0
9543,0792T014E,0.0,0.0,1400.0
9544,0792T014O,0.0,0.0,1400.0
9545,0792T015A,0.0,0.0,2800.0
9546,0792T015E,0.0,0.0,1400.0
9547,0792T015O,0.0,0.0,1400.0
9548,0792T016A,0.0,0.0,2800.0
9549,0792T016E,0.0,0.0,1400.0
9550,0792T016O,0.0,0.0,1400.0
9551,0792T017A,0.0,0.0,2800.0
9552,0792T017E,0.0,0.0,1400.0
9553,0792T017O,0.0,0.0,1400.0
9554,0792T018A,0.0,0.0,2800.0
9555,0792T018E,0.0,0.0,1400.0
9556,0792T018O,0.0,0.0,1400.0
9557,0792T019A,0.0,0.0,2800.0
9558,0792T019E,0.0,0.0,1400.0
9559,0792T019O,0.0,0.0,1400.0
9560,0792T020A,0.0,0.0,2800.0
9561,0792T020E,0.0,0.0,1400.0
9562,0792T020O,0.0,0.0,1400.0
9563,0792T021A,0.0,0.0,2800.0
9564,0792T021E,0.0,0.0,1400.0
9565,0792T021O,0.0,0.0,1400.0
9566,0792T021S,0.0,0.0,310044.0
9567,0792T022A,0.0,0.0,2800.0
9568,0792T022E,0.0,0.0,1400.0
9569,0792T022O,0.0,0.0,1400.0
9570,0792T023A,0.0,0.0,2800.0
9571,0792T023E,0.0,0.0,1400.0
9572,0792T023O,0.0,0.0,1400.0
9573,0792T024A,0.0,0.0,2800.0
9574,0792T024E,0.0,0.0,1400.0
9575,0792T024O,0.0,0.0,1400.0
9576,0792T025A,0.0,0.0,2800.0
9577,0792T025E,0.0,0.0,1400.0
9578,0792T025O,0.0,0.0,1400.0
9579,0792T025S,0.0,0.0,310044.0
9580,0792T026A,0.0,0.0,2800.0
9581,0792T026E,0.0,0.0,1400.0
9582,0792T026O,0.0,0.0,1400.0
9583,0792T026S,0.0,0.0,310044.0
9584,0792T027A,0.0,0.0,2800.0
9585,0792T027E,0.0,0.0,1400.0
9586,0792T027O,0.0,0.0,1400.0
9587,0792T027S,0.0,0.0,310044.0
9588,0792T028A,0.0,0.0,2800.0
9589,0792T028E,0.0,0.0,1400.0
9590,0792T028O,0.0,0.0,1400.0
9591,0792T029A,0.0,0.0,2800.0
9592,0792T029E,0.0,0.0,1400.0
9593,0792T029O,0.0,0.0,1400.0
9594,0792T030A,0.0,0.0,2800.0
9595,0792T030E,0.0,0.0,1400.0
9596,0792T030O,0.0,0.0,1400.0
9597,0792T031A,0.0,0.0,2800.0
9598,0792T031E,0.0,0.0,1400.0
9599,0792T031O,0.0,0.0,1400.0
9600,0792T031S,0.0,0.0,310044.0
9601,0792T032A,0.0,0.0,2800.0
9602,0792T032E,0.0,0.0,1400.0
9603,0792T032O,0.0,0.0,1400.0
9604,0792T033A,0.0,0.0,2800.0
9605,0792T033E,0.0,0.0,1400.0
9606,0792T033O,0.0,0.0,1400.0
9607,0792T034A,0.0,0.0,2800.0
9608,0792T034E,0.0,0.0,1400.0
9609,0792T034O,0.0,0.0,1400.0
9610,0792T035A,0.0,0.0,2800.0
9611,0792T035E,0.0,0.0,1400.0
9612,0792T035O,0.0,0.0,1400.0
9613,0792T036A,0.0,0.0,2800.0
9614,0792T036E,0.0,0.0,1400.0
9615,0792T036O,0.0,0.0,1400.0
9616,0792T036S,0.0,0.0,310044.0
9617,0792T037A,0.0,0.0,2800.0
9618,0792T037E,0.0,0.0,1400.0
9619,0792T037O,0.0,0.0,1400.0
9620,0792T037S,0.0,0.0,310044.0
9621,0792T038A,0.0,0.0,2800.0
9622,0792T038E,0.0,0.0,1400.0
9623,0792T038O,0.0,0.0,1400.0
9624,0792T038S,0.0,0.0,310044.0
9625,0792T039A,0.0,0.0,2800.0
9626,0792T039E,0.0,0.0,1400.0
9627,0792T039O,0.0,0.0,1400.0
9628,0792T040A,0.0,0.0,2800.0
9629,0792T040E,0.0,0.0,1400.0
9630,0792T040O,0.0,0.0,1400.0
9631,0792T041A,0.0,0.0,2800.0
9632,0792T041E,0.0,0.0,1400.0
9633,0792T041O,0.0,0.0,1400.0
9634,0792T041S,0.0,0.0,310044.0
9635,0792T042A,0.0,0.0,2800.0
9636,0792T042E,0.0,0.0,1400.0
9637,0792T042O,0.0,0.0,1400.0
9638,0792T043A,0.0,0.0,2800.0
9639,0792T043E,0.0,0.0,1400.0
9640,0792T043O,0.0,0.0,1400.0
9641,0792T044A,0.0,0.0,2800.0
9642,0792T044E,0.0,0.0,1400.0
9643,0792T044O,0.0,0.0,1400.0
9644,0792T045A,0.0,0.0,2800.0
9645,0792T045E,0.0,0.0,1400.0
9646,0792T045O,0.0,0.0,1400.0
9647,0792T045S,0.0,0.0,310044.0
9648,0792T046A,0.0,0.0,2800.0
9649,0792T046E,0.0,0.0,1400.0
9650,0792T046O,0.0,0.0,1400.0
9651,0792T046S,0.0,0.0,310044.0
9652,0792T047A,0.0,0.0,2800.0
9653,0792T047E,0.0,0.0,1400.0
9654,0792T047O,0.0,0.0,1400.0
9655,0792T047S,0.0,0.0,310044.0
9656,0792T048A,0.0,0.0,2800.0
9657,0792T048E,0.0,0.0,1400.0
9658,0792T048O,0.0,0.0,1400.0
9659,0792T048S,0.0,0.0,310044.0
9660,0792T049A,0.0,0.0,2800.0
9661,0792T049E,0.0,0.0,1400.0
9662,0792T049O,0.0,0.0,1400.0
9663,0792T050A,0.0,0.0,2800.0
9664,0792T050E,0.0,0.0,1400.0
9665,0792T050O,0.0,0.0,1400.0
9666,0792T051A,0.0,0.0,2800.0
9667,0792T051E,0.0,0.0,1400.0
9668,0792T051O,0.0,0.0,1400.0
9669,0792T051S,0.0,0.0,310044.0
9670,0792T052A,0.0,0.0,2800.0
9671,0792T052E,0.0,0.0,1400.0
9672,0792T052O,0.0,0.0,1400.0
9673,0792T053A,0.0,0.0,2800.0
9674,0792T053E,0.0,0.0,1400.0
9675,0792T053O,0.0,0.0,1400.0
9676,0792T054A,0.0,0.0,2800.0
9677,0792T054E,0.0,0.0,1400.0
9678,0792T054O,0.0,0.0,1400.0
9679,0792T055A,0.0,0.0,2800.0
9680,0792T055E,0.0,0.0,1400.0
9681,0792T055O,0.0,0.0,1400.0
9682,0792T055S,0.0,0.0,310044.0
9683,0792T056A,0.0,0.0,2800.0
9684,0792T056E,0.0,0.0,1400.0
9685,0792T056O,0.0,0.0,1400.0
9686,0792T056S,0.0,0.0,310044.0
9687,0792T057A,0.0,0.0,2800.0
9688,0792T057E,0.0,0.0,1400.0
9689,0792T057O,0.0,0.0,1400.0
9690,0792T057S,0.0,0.0,310044.0
9691,0792T058A,0.0,0.0,2800.0
9692,0792T058E,0.0,0.0,1400.0
9693,0792T058O,0.0,0.0,1400.0
9694,0792T058S,0.0,0.0,310044.0
9695,0792T059A,0.0,0.0,2800.0
9696,0792T059E,0.0,0.0,1400.0
9697,0792T059O,0.0,0.0,1400.0
9698,0792T060A,0.0,0.0,2800.0
9699,0792T060E,0.0,0.0,1400.0
9700,0792T060O,0.0,0.0,1400.0
9701,0792T061A,0.0,0.0,2800.0
9702,0792T061E,0.0,0.0,1400.0
9703,0792T061O,0.0,0.0,1400.0
9704,0792T061S,0.0,0.0,310044.0
9705,0792T062A,0.0,0.0,2800.0
9706,0792T062E,0.0,0.0,1400.0
9707,0792T062O,0.0,0.0,1400.0
9708,0792T063A,0.0,0.0,2800.0
9709,0792T063E,0.0,0.0,1400.0
9710,0792T063O,0.0,0.0,1400.0
9711,0792T064A,0.0,0.0,2800.0
9712,0792T064E,0.0,0.0,1400.0
9713,0792T064O,0.0,0.0,1400.0
9714,0792T065A,0.0,0.0,2800.0
9715,0792T065E,0.0,0.0,1400.0
9716,0792T065O,0.0,0.0,1400.0
9717,0792T065S,0.0,0.0,310044.0
9718,0792T066A,0.0,0.0,2800.0
9719,0792T066E,0.0,0.0,1400.0
9720,0792T066O,0.0,0.0,1400.0
9721,0792T066S,0.0,0.0,310044.0
9722,0792T067A,0.0,0.0,2800.0
9723,0792T067E,0.0,0.0,1400.0
9724,0792T067O,0.0,0.0,1400.0
9725,0792T067S,0.0,0.0,310044.0
9726,0792T068A,0.0,0.0,2800.0
9727,0792T068E,0.0,0.0,1400.0
9728,0792T068O,0.0,0.0,1400.0
9729,0792T068S,0.0,0.0,310044.0
9730,0792T069A,0.0,0.0,2800.0
9731,0792T069E,0.0,0.0,1400.0
9732,0792T069O,0.0,0.0,1400.0
9733,0792T070A,0.0,0.0,2800.0
9734,0792T070E,0.0,0.0,1400.0
9735,0792T070O,0.0,0.0,1400.0
9736,0792T071A,0.0,0.0,2800.0
9737,0792T071E,0.0,0.0,1400.0
9738,0792T071O,0.0,0.0,1400.0
9739,0792T071S,0.0,0.0,310044.0
9740,0792T072A,0.0,0.0,2800.0
9741,0792T072E,0.0,0.0,1400.0
9742,0792T072O,0.0,0.0,1400.0
9743,0792T073A,0.0,0.0,2800.0
9744,0792T073E,0.0,0.0,1400.0
9745,0792T073O,0.0,0.0,1400.0
9746,0792T074A,0.0,0.0,2800.0
9747,0792T074E,0.0,0.0,1400.0
9748,0792T074O,0.0,0.0,1400.0
9749,0792T075A,0.0,0.0,2800.0
9750,0792T075E,0.0,0.0,1400.0
9751,0792T075O,0.0,0.0,1400.0
9752,0792T075S,0.0,0.0,310044.0
9753,0792T076A,0.0,0.0,2800.0
9754,0792T076E,0.0,0.0,1400.0
9755,0792T076O,0.0,0.0,1400.0
9756,0792T076S,0.0,0.0,310044.0
9757,0792T077A,0.0,0.0,2800.0
9758,0792T077E,0.0,0.0,1400.0
9759,0792T077O,0.0,0.0,1400.0
9760,0792T077S,0.0,0.0,310044.0
9761,0792T078A,0.0,0.0,2800.0
9762,0792T078E,0.0,0.0,1400.0
9763,0792T078O,0.0,0.0,1400.0
9764,0792T078S,0.0,0.0,310044.0
9765,0792T079A,0.0,0.0,2800.0
9766,0792T079E,0.0,0.0,1400.0
9767,0792T079O,0.0,0.0,1400.0
9768,0792T080A,0.0,0.0,2800.0
9769,0792T080E,0.0,0.0,1400.0
9770,0792T080O,0.0,0.0,1400.0
9771,0792T081A,0.0,0.0,2800.0
9772,0792T081E,0.0,0.0,1400.0
9773,0792T081O,0.0,0.0,1400.0
9774,0792T082A,0.0,0.0,2800.0
9775,0792T082E,0.0,0.0,1400.0
9776,0792T082O,0.0,0.0,1400.0
9777,0792T083A,0.0,0.0,2800.0
9778,0792T083E,0.0,0.0,1400.0
9779,0792T083O,0.0,0.0,1400.0
9780,0792T084A,0.0,0.0,2800.0
9781,0792T084E,0.0,0.0,1400.0
9782,0792T084O,0.0,0.0,1400.0
9783,0792T085A,0.0,0.0,2800.0
9784,0792T085E,0.0,0.0,1400.0
9785,0792T085O,0.0,0.0,1400.0
9786,0792T086A,0.0,0.0,2800.0
9787,0792T086E,0.0,0.0,1400.0
9788,0792T086O,0.0,0.0,1400.0
9789,0792T087A,0.0,0.0,2800.0
9790,0792T087E,0.0,0.0,1400.0
9791,0792T087O,0.0,0.0,1400.0
9792,0792T088A,0.0,0.0,2800.0
9793,0792T088E,0.0,0.0,1400.0
9794,0792T088O,0.0,0.0,1400.0
9795,0792T089A,0.0,0.0,2800.0
9796,0792T089E,0.0,0.0,1400.0
9797,0792T089O,0.0,0.0,1400.0
9798,0792T090A,0.0,0.0,2800.0
9799,0792T090E,0.0,0.0,1400.0
9800,0792T090O,0.0,0.0,1400.0
9801,0792T091A,0.0,0.0,2800.0
9802,0792T091E,0.0,0.0,1400.0
9803,0792T091O,0.0,0.0,1400.0
9804,0792T092A,0.0,0.0,2800.0
9805,0792T092E,0.0,0.0,1400.0
9806,0792T092O,0.0,0.0,1400.0
9807,0792T093A,0.0,0.0,2800.0
9808,0792T093E,0.0,0.0,1400.0
9809,0792T093O,0.0,0.0,1400.0
9810,0792T094A,0.0,0.0,2800.0
9811,0792T094E,0.0,0.0,1400.0
9812,0792T094O,0.0,0.0,1400.0
9813,0792T095A,0.0,0.0,2800.0
9814,0792T095E,0.0,0.0,1400.0
9815,0792T095O,0.0,0.0,1400.0
9816,0792T096A,0.0,0.0,2800.0
9817,0792T096E,0.0,0.0,1400.0
9818,0792T096O,0.0,0.0,1400.0
9819,0792T097A,0.0,0.0,2800.0
9820,0792T097E,0.0,0.0,1400.0
9821,0792T097O,0.0,0.0,1400.0
9822,0792T098A,0.0,0.0,2800.0
9823,0792T098E,0.0,0.0,1400.0
9824,0792T098O,0.0,0.0,1400.0
9825,0792T099A,0.0,0.0,2800.0
9826,0792T099E,0.0,0.0,1400.0
9827,0792T099O,0.0,0.0,1400.0
9828,0792T100A,0.0,0.0,2800.0
9829,0792T100E,0.0,0.0,1400.0
9830,0792T100O,0.0,0.0,1400.0
9831,0792T101A,0.0,0.0,2800.0
9832,0792T101E,0.0,0.0,1400.0
9833,0792T101O,0.0,0.0,1400.0
9834,0792T102A,0.0,0.0,2800.0
9835,0792T102E,0.0,0.0,1400.0
9836,0792T102O,0.0,0.0,1400.0
9837,0792T103A,0.0,0.0,2800.0
9838,0792T103E,0.0,0.0,1400.0
9839,0792T103O,0.0,0.0,1400.0
9840,0792T104A,0.0,0.0,2800.0
9841,0792T104E,0.0,0.0,1400.0
9842,0792T104O,0.0,0.0,1400.0
9843,0792T105A,0.0,0.0,2800.0
9844,0792T105E,0.0,0.0,1400.0
9845,0792T105O,0.0,0.0,1400.0
9846,0792T106A,0.0,0.0,2800.0
9847,0792T106E,0.0,0.0,1400.0
9848,0792T106O,0.0,0.0,1400.0
9849,0792T107A,0.0,0.0,2800.0
9850,0792T107E,0.0,0.0,1400.0
9851,0792T107O,0.0,0.0,1400.0
9852,0792T108A,0.0,0.0,2800.0
9853,0792T108E,0.0,0.0,1400.0
9854,0792T108O,0.0,0.0,1400.0
9855,0792T109A,0.0,0.0,2800.0
9856,0792T109E,0.0,0.0,1400.0
9857,0792T109O,0.0,0.0,1400.0
9858,0792T110A,0.0,0.0,2800.0
9859,0792T110E,0.0,0.0,1400.0
9860,0792T110O,0.0,0.0,1400.0
9861,0792T111A,0.0,0.0,2800.0
9862,0792T111E,0.0,0.0,1400.0
9863,0792T111O,0.0,0.0,1400.0
9864,0792T112A,0.0,0.0,2800.0
9865,0792T112E,0.0,0.0,1400.0
9866,0792T112O,0.0,0.0,1400.0
9867,0792T113A,0.0,0.0,2800.0
9868,0792T113E,0.0,0.0,1400.0
9869,0792T113O,0.0,0.0,1400.0
9870,0792T114A,0.0,0.0,2800.0
9871,0792T114E,0.0,0.0,1400.0
9872,0792T114O,0.0,0.0,1400.0
9873,0792T115A,0.0,0.0,2800.0
9874,0792T115E,0.0,0.0,1400.0
9875,0792T115O,0.0,0.0,1400.0
9876,0792T116A,0.0,0.0,2800.0
9877,0792T116E,0.0,0.0,1400.0
9878,0792T116O,0.0,0.0,1400.0
9879,0792T117A,0.0,0.0,2800.0
9880,0792T117E,0.0,0.0,1400.0
9881,0792T117O,0.0,0.0,1400.0
9882,0792T118A,0.0,0.0,2800.0
9883,0792T118E,0.0,0.0,1400.0
9884,0792T118O,0.0,0.0,1400.0
9885,0792T119A,0.0,0.0,2800.0
9886,0792T119E,0.0,0.0,1400.0
9887,0792T119O,0.0,0.0,1400.0
9888,0792T120A,0.0,0.0,2800.0
9889,0792T120E,0.0,0.0,1400.0
9890,0792T120O,0.0,0.0,1400.0
9891,0792T121A,0.0,0.0,2800.0
9892,0792T121E,0.0,0.0,1400.0
9893,0792T121O,0.0,0.0,1400.0
9894,0792T122A,0.0,0.0,2800.0
9895,0792T122E,0.0,0.0,1400.0
9896,0792T122O,0.0,0.0,1400.0
9897,0792T123A,0.0,0.0,2800.0
9898,0792T123E,0.0,0.0,1400.0
9899,0792T123O,0.0,0.0,1400.0
9900,0792T124A,0.0,0.0,2800.0
9901,0792T124E,0.0,0.0,1400.0
9902,0792T124O,0.0,0.0,1400.0
9903,0792T125A,0.0,0.0,2800.0
9904,0792T125E,0.0,0.0,1400.0
9905,0792T125O,0.0,0.0,1400.0
9906,0792T126A,0.0,0.0,2800.0
9907,0792T126E,0.0,0.0,1400.0
9908,0792T126O,0.0,0.0,1400.0
9909,0792T127A,0.0,0.0,2800.0
9910,0792T127E,0.0,0.0,1400.0
9911,0792T127O,0.0,0.0,1400.0
9912,0792T128A,0.0,0.0,2800.0
9913,0792T128E,0.0,0.0,1400.0
9914,0792T128O,0.0,0.0,1400.0
9915,0792T129A,0.0,0.0,2800.0
9916,0792T129E,0.0,0.0,1400.0
9917,0792T129O,0.0,0.0,1400.0
9918,0792T130A,0.0,0.0,2800.0
9919,0792T130E,0.0,0.0,1400.0
9920,0792T130O,0.0,0.0,1400.0
9921,0792T131A,0.0,0.0,2800.0
9922,0792T131E,0.0,0.0,1400.0
9923,0792T131O,0.0,0.0,1400.0
9924,0792T132A,0.0,0.0,2800.0
9925,0792T132E,0.0,0.0,1400.0
9926,0792T132O,0.0,0.0,1400.0
9927,0792T133A,0.0,0.0,2800.0
9928,0792T133E,0.0,0.0,1400.0
9929,0792T133O,0.0,0.0,1400.0
9930,0792T134A,0.0,0.0,2800.0
9931,0792T134E,0.0,0.0,1400.0
9932,0792T134O,0.0,0.0,1400.0
9933,0792T135A,0.0,0.0,2800.0
9934,0792T135E,0.0,0.0,1400.0
9935,0792T135O,0.0,0.0,1400.0
9936,0792T136A,0.0,0.0,2800.0
9937,0792T136E,0.0,0.0,1400.0
9938,0792T136O,0.0,0.0,1400.0
9939,0792T137A,0.0,0.0,2800.0
9940,0792T137E,0.0,0.0,1400.0
9941,0792T137O,0.0,0.0,1400.0
9942,0792T138A,0.0,0.0,2800.0
9943,0792T138E,0.0,0.0,1400.0
9944,0792T138O,0.0,0.0,1400.0
9945,0792T139A,0.0,0.0,2800.0
9946,0792T139E,0.0,0.0,1400.0
9947,0792T139O,0.0,0.0,1400.0
9948,0792T140A,0.0,0.0,2800.0
9949,0792T140E,0.0,0.0,1400.0
9950,0792T140O,0.0,0.0,1400.0
9951,0792T141A,0.0,0.0,2800.0
9952,0792T141E,0.0,0.0,1400.0
9953,0792T141O,0.0,0.0,1400.0
9954,0792T142A,0.0,0.0,2800.0
9955,0792T142E,0.0,0.0,1400.0
9956,0792T142O,0.0,0.0,1400.0
9957,0792T143A,0.0,0.0,2800.0
9958,0792T143E,0.0,0.0,1400.0
9959,0792T143O,0.0,0.0,1400.0
9960,0792T144A,0.0,0.0,2800.0
9961,0792T144E,0.0,0.0,1400.0
9962,0792T144O,0.0,0.0,1400.0
9963,0792T145A,0.0,0.0,2800.0
9964,0792T145E,0.0,0.0,1400.0
9965,0792T145O,0.0,0.0,1400.0
9966,0792T146A,0.0,0.0,2800.0
9967,0792T146E,0.0,0.0,1400.0
9968,0792T146O,0.0,0.0,1400.0
9969,0792T147A,0.0,0.0,2800.0
9970,0792T147E,0.0,0.0,1400.0
9971,0792T147O,0.0,0.0,1400.0
9972,0792T148A,0.0,0.0,2800.0
9973,0792T148E,0.0,0.0,1400.0
9974,0792T148O,0.0,0.0,1400.0
9975,0792T149A,0.0,0.0,2800.0
9976,0792T149E,0.0,0.0,1400.0
9977,0792T149O,0.0,0.0,1400.0
9978,0792T150A,0.0,0.0,2800.0
9979,0792T150E,0.0,0.0,1400.0
9980,0792T150O,0.0,0.0,1400.0
9981,0792T151A,0.0,0.0,2800.0
9982,0792T151E,0.0,0.0,1400.0
9983,0792T151O,0.0,0.0,1400.0
9984,0792T152A,0.0,0.0,2800.0
9985,0792T152E,0.0,0.0,1400.0
9986,0792T152O,0.0,0.0,1400.0
9987,0792T153A,0.0,0.0,2800.0
9988,0792T153E,0.0,0.0,1400.0
9989,0792T153O,0.0,0.0,1400.0
9990,0792T154A,0.0,0.0,2800.0
9991,0792T154E,0.0,0.0,1400.0
9992,0792T154O,0.0,0.0,1400.0
9993,0792T155A,0.0,0.0,2800.0
9994,0792T155E,0.0,0.0,1400.0
9995,0792T155O,0.0,0.0,1400.0
9996,0792T156A,0.0,0.0,2800.0
9997,0792T156E,0.0,0.0,1400.0
9998,0792T156O,0.0,0.0,1400.0
9999,0792T157A,0.0,0.0,2800.0
10000,0792T157E,0.0,0.0,1400.0
10001,0792T157O,0.0,0.0,1400.0
10002,0792T158A,0.0,0.0,2800.0
10003,0792T158E,0.0,0.0,1400.0
10004,0792T158O,0.0,0.0,1400.0
10005,0792T159A,0.0,0.0,2800.0
10006,0792T159E,0.0,0.0,1400.0
10007,0792T159O,0.0,0.0,1400.0
10008,0792T160E,0.0,0.0,1400.0
10009,0792T160O,0.0,0.0,1400.0
10010,0792T161A,0.0,0.0,2800.0
10011,0792T161E,0.0,0.0,1400.0
10012,0792T161O,0.0,0.0,1400.0
10013,0792T162A,0.0,0.0,2800.0
10014,0792T162E,0.0,0.0,1400.0
10015,0792T162O,0.0,0.0,1400.0
10016,0792T163A,0.0,0.0,2800.0
10017,0792T163E,0.0,0.0,1400.0
10018,0792T163O,0.0,0.0,1400.0
10019,0792T164A,0.0,0.0,2800.0
10020,0792T164E,0.0,0.0,1400.0
10021,0792T164O,0.0,0.0,1400.0
10022,0792T165A,0.0,0.0,2800.0
10023,0792T165E,0.0,0.0,1400.0
10024,0792T165O,0.0,0.0,1400.0
10025,0792T166A,0.0,0.0,2800.0
10026,0792T166E,0.0,0.0,1400.0
10027,0792T166O,0.0,0.0,1400.0
10028,0792T167A,0.0,0.0,2800.0
10029,0792T167E,0.0,0.0,1400.0
10030,0792T167O,0.0,0.0,1400.0
10031,0792T168A,0.0,0.0,2800.0
10032,0792T168E,0.0,0.0,1400.0
10033,0792T168O,0.0,0.0,1400.0
10034,0792T169A,0.0,0.0,2800.0
10035,0792T169E,0.0,0.0,1400.0
10036,0792T169O,0.0,0.0,1400.0
10037,0792T170A,0.0,0.0,2800.0
10038,0792T170E,0.0,0.0,1400.0
10039,0792T170O,0.0,0.0,1400.0
10040,0792T171A,0.0,0.0,2800.0
10041,0792T171E,0.0,0.0,1400.0
10042,0792T171O,0.0,0.0,1400.0
10043,0792T172A,0.0,0.0,2800.0
10044,0792T172E,0.0,0.0,1400.0
10045,0792T172O,0.0,0.0,1400.0
10046,0792T173A,0.0,0.0,2800.0
10047,0792T173E,0.0,0.0,1400.0
10048,0792T173O,0.0,0.0,1400.0
10049,0792T174A,0.0,0.0,2800.0
10050,0792T174E,0.0,0.0,1400.0
10051,0792T174O,0.0,0.0,1400.0
10052,0792T175A,0.0,0.0,2800.0
10053,0792T175E,0.0,0.0,1400.0
10054,0792T175O,0.0,0.0,1400.0
10055,0792T176A,0.0,0.0,2800.0
10056,0792T176E,0.0,0.0,1400.0
10057,0792T176O,0.0,0.0,1400.0
10058,0792T177A,0.0,0.0,2800.0
10059,0792T177E,0.0,0.0,1400.0
10060,0792T177O,0.0,0.0,1400.0
10061,0792T178A,0.0,0.0,2800.0
10062,0792T178E,0.0,0.0,1400.0
10063,0792T178O,0.0,0.0,1400.0
10064,0792T179A,0.0,0.0,2800.0
10065,0792T179E,0.0,0.0,1400.0
10066,0792T179O,0.0,0.0,1400.0
10067,0792T180A,0.0,0.0,2800.0
10068,0792T180E,0.0,0.0,1400.0
10069,0792T180O,0.0,0.0,1400.0
10070,0792T181A,0.0,0.0,2800.0
10071,0792T181E,0.0,0.0,1400.0
10072,0792T181O,0.0,0.0,1400.0
10073,0792T182A,0.0,0.0,2800.0
10074,0792T182E,0.0,0.0,1400.0
